Producto,Proveedor,Categoria,Unidades Vendidas,Total,Fecha de Venta,Cliente,Departamento,Municipio,Orden
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,165,4810,5/24/2021,Veronica Ramos,El Progreso,Guastatoya,0-238-81475-0
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,840,1503,10/18/2021,Miguel Espinoza,Totonicapan,San Cristobal Totonicapan,0-363-37736-0
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,128,4180,10/30/2021,Martin Martinez,Solola,Solola,0-8039-9334-X
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,820,1985,12/18/2021,Antonio Gomez,Zacapa,Gualan,0-452-48808-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,307,1928,7/11/2021,Beatriz Fernandez,Solola,San Lucas Toliman,0-7536-7911-6
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,370,3151,12/15/2021,Aurora Ponce,Sacatepequez,Jocotenango,1-891425-77-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,996,5338,5/25/2021,Fernando Diaz,Baja Verapaz,Rabinal,0-09-625772-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,577,1239,12/8/2021,Felipe Vega,El Progreso,San Agustin Acasaguastlan,0-7170-6263-5
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,362,6587,6/17/2021,Emilio Velasquez,Alta Verapaz,Coban,1-4382-3195-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,982,3574,8/23/2021,Jose Ortiz,Izabal,Livingston,1-912097-89-3
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,727,3931,12/14/2021,Fabiola Ortiz,Huehuetenango,Huehuetenango,1-248-92070-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,488,6630,6/26/2021,Alfredo Alvarez,Solola,Solola,0-7423-2234-3
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,689,1475,2/11/2021,Raul Diaz,Solola,Solola,0-87286-809-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,771,6714,3/31/2021,Olga Velasquez,Suchitepequez,San Bernardino,1-106-92162-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,430,5593,12/16/2021,Luisa Navarro,Zacapa,Rio Hondo,1-5484-4163-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,542,7998,5/9/2021,Monica Cruz,Huehuetenango,San Juan Atitan,1-145-92509-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,225,3172,3/29/2021,Laura Alvarez,Jutiapa,Asuncion Mita,1-01-021649-X
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,536,7109,12/18/2021,Isabel Ibarra,Jalapa,San Pedro Pinula,0-06-294381-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,849,3720,7/25/2021,Alfredo Molina,Izabal,Morales,1-316-54556-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,859,3638,12/13/2021,Ines Cruz,Sacatepequez,Antigua Guatemala,0-9571506-3-6
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,256,4931,2/17/2021,Veronica Vargas,Alta Verapaz,Santa Cruz Verapaz,0-628-48427-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,489,7859,7/10/2021,Ricardo Fernandez,Suchitepequez,Mazatenango,1-247-32460-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,989,6013,11/18/2021,Arturo Flores,Jutiapa,Jutiapa,0-9708744-1-3
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,702,6257,8/24/2021,Samuel Medina,Alta Verapaz,Santa Cruz Verapaz,0-8070-3255-7
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,303,6305,11/25/2021,Samuel Rojas,El Progreso,Guastatoya,1-5240-4352-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,550,4548,12/5/2021,Diego Medina,Baja Verapaz,Purulha,1-356-90330-4
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,342,1670,6/8/2021,Felipe Salazar,Escuintla,Escuintla,0-17-084989-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,378,1038,6/6/2021,Julia Hernandez,Suchitepequez,San Antonio Suchitepequez,1-323-62745-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,157,2932,12/6/2021,Patricia Alvarez,Guatemala,Guatemala City,1-05-777870-2
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,507,2608,10/28/2021,Paola Hernandez,Guatemala,Santa Catarina Pinula,1-4183-3508-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,153,7563,12/26/2021,Julio Medina,Huehuetenango,Colotenango,1-85952-018-9
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,343,6861,1/14/2021,Silvia Reyes,Izabal,Livingston,1-958607-88-6
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,706,2520,12/14/2021,Cristian Ibarra,Alta Verapaz,Santa Cruz Verapaz,0-7117-4862-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,644,4811,7/21/2021,Carolina Vargas,El Progreso,Guastatoya,1-970697-51-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,172,2318,8/19/2021,Rosario Molina,Quetzaltenango,Salcaja,1-918746-50-8
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,678,7060,5/18/2021,Gloria Hernandez,Retalhuleu,Nuevo San Carlos,1-203-36699-X
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,759,7249,5/23/2021,Ricardo Flores,Izabal,Livingston,1-56535-504-0
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,245,3270,12/15/2021,Beatriz Castillo,Chiquimula,Camotan,0-500-88168-5
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,239,1978,5/11/2021,Marcos Diaz,El Progreso,San Agustin Acasaguastlan,0-9585690-7-X
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,455,3365,3/24/2021,Carlos Cortes,Santa Rosa,Oratorio,0-15-493089-X
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,224,851,10/31/2021,Silvia Ramos,San Marcos,San Pedro Sacatepequez,1-208-74324-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,571,1340,11/11/2021,Hugo Fernandez,Zacapa,Rio Hondo,0-570-24344-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,156,7895,3/10/2021,Arturo Ortiz,Chimaltenango,Tecpan Guatemala,0-421-54760-X
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,515,5600,1/23/2021,Marcelo Gonzalez,El Progreso,San Antonio La Paz,0-936824-28-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,265,3983,11/25/2021,Luisa Vargas,Quiche,Chichicastenango,0-85633-626-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,904,2160,12/15/2021,Enrique Vargas,Solola,San Pedro La Laguna,1-67825-246-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,741,801,6/3/2021,Beatriz Campos,Suchitepequez,San Antonio Suchitepequez,1-03-927002-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,422,5759,2/4/2021,Valeria Fernandez,Alta Verapaz,Santa Cruz Verapaz,1-64350-145-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,698,7808,5/19/2021,Salvador Reyes,Chimaltenango,Chimaltenango,0-7085-7667-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,538,3244,5/6/2021,Samuel Acosta,Solola,Solola,0-8319-1414-9
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,168,4755,12/18/2021,Felipe Cabrera,Jalapa,San Luis Jilotepeque,0-7088-9023-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,703,7205,8/27/2021,Gabriela Mendoza,Solola,San Juan La Laguna,1-77470-479-X
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,738,6736,8/13/2021,Alonso Pacheco,Baja Verapaz,Cubulco,1-55947-957-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,336,2955,9/2/2021,Marcos Vargas,Santa Rosa,San Juan Tecuaco,1-67284-891-1
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,531,5782,2/7/2021,Daniel Espinoza,Quiche,Chichicastenango,0-251-58248-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,730,2346,8/26/2021,Antonio Ortiz,Retalhuleu,San Felipe,1-06-847367-3
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,818,4918,10/21/2021,Ruth Ibarra,Solola,San Juan La Laguna,0-320-10089-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,243,690,6/25/2021,Tomas Rojas,Izabal,Los Amates,1-62860-487-5
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,566,5340,11/25/2021,Paola Velasquez,Chimaltenango,Comalapa,0-634-48856-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,485,4154,5/7/2021,Ramon Lopez,Baja Verapaz,Purulha,1-4330-5096-X
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,974,5266,5/7/2021,Roberto Cortes,Guatemala,Mixco,0-656-39839-6
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,373,3536,4/28/2021,Ricardo Ramirez,Solola,Solola,0-389-18270-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,258,3631,2/24/2021,Sergio Reyes,Jutiapa,Jutiapa,1-00-124191-6
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,167,2331,7/13/2021,Samuel Soto,Suchitepequez,Chicacao,0-06-261462-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,525,4720,9/22/2021,Mario Paredes,Escuintla,La Gomera,0-488-57304-1
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,825,7945,7/24/2021,Javier Torres,Jutiapa,Asuncion Mita,1-254-29708-1
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,741,6662,5/31/2021,Hugo Romero,Jalapa,Jalapa,0-9633120-9-X
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,105,7000,11/29/2021,Pablo Cabrera,Quiche,Chichicastenango,0-476-54505-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,468,5576,8/22/2021,Isabel Rivera,Suchitepequez,Patulul,1-69896-590-7
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,345,3411,3/11/2021,Yolanda Perez,Peten,San Benito,1-78277-189-1
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,722,4133,11/26/2021,Sandra Gonzalez,Suchitepequez,San Antonio Suchitepequez,0-05-241130-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,568,7026,1/3/2021,Esperanza Garcia,Suchitepequez,Chicacao,1-81887-739-2
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,541,2514,9/4/2021,Jose Sanchez,Chiquimula,Camotan,1-126-26505-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,768,7978,4/6/2021,Carmen Vega,Escuintla,Santa Lucia Cotzumalguapa,0-16-368785-4
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,886,3830,12/31/2021,Jorge Diaz,Totonicapan,San Andres Xecul,1-68780-329-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,184,3439,7/9/2021,Fabiola Fernandez,Chimaltenango,Comalapa,0-7109-6144-8
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,670,3533,5/13/2021,Vicente Perez,Izabal,Puerto Barrios,0-15-562417-2
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,877,1553,8/14/2021,Andrea Reyes,Suchitepequez,San Bernardino,1-5082-3547-3
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,911,2991,11/12/2021,Estela Ponce,Zacapa,Rio Hondo,0-390-33385-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,943,5430,4/3/2021,Julio Aguilar,Huehuetenango,Colotenango,1-289-04602-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,174,3806,6/5/2021,Marcela Cortes,Chimaltenango,Tecpan Guatemala,1-163-93346-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,423,3781,5/1/2021,Juan Cortes,Jutiapa,Santa Catarina Mita,0-9901313-3-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,769,2853,9/3/2021,Luz Romero,Peten,Poptun,1-995584-83-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,327,5854,9/15/2021,Daniel Torres,Huehuetenango,San Pedro Necta,1-65521-148-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,494,7401,7/27/2021,Eduardo Ramirez,Escuintla,Escuintla,0-570-27237-8
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,227,2362,9/20/2021,Sergio Fernandez,Huehuetenango,Huehuetenango,0-588-96219-8
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,168,1283,4/9/2021,Esperanza Ortiz,Chimaltenango,Tecpan Guatemala,1-354-19707-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,512,1648,9/11/2021,Eduardo Garcia,Guatemala,Mixco,0-03-441009-0
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,592,3515,3/4/2021,Alonso Vazquez,Santa Rosa,San Juan Tecuaco,1-01-027199-7
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,138,4915,3/29/2021,Julia Paredes,Baja Verapaz,Salama,0-922365-70-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,227,1644,6/22/2021,Jose Vargas,Baja Verapaz,Salama,0-931230-88-8
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,152,892,9/9/2021,Lucia Ramos,Quetzaltenango,Cantel,0-86676-393-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,974,7953,6/25/2021,Teresa Cortes,Huehuetenango,Colotenango,1-57017-089-4
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,270,6945,11/13/2021,Sebastian Gomez,Retalhuleu,Retalhuleu,0-86052-119-2
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,658,919,8/14/2021,Luisa Molina,Peten,Santa Elena,1-276-04163-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,927,4242,3/1/2021,Gabriela Diaz,Jutiapa,Agua Blanca,1-4426-3661-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,300,7300,3/16/2021,Margarita Castro,El Progreso,Morazan,1-08-186240-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,103,1635,4/21/2021,Tomas Salazar,Retalhuleu,Champerico,0-644-49087-X
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,702,7216,6/21/2021,Claudia Gomez,Solola,San Lucas Toliman,0-18-413286-X
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,265,2779,8/20/2021,Pilar Vega,Izabal,Los Amates,1-898827-38-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,752,1352,2/10/2021,Raquel Torres,Escuintla,Santa Lucia Cotzumalguapa,0-7553-1885-4
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,250,5058,8/17/2021,Andres Garcia,Baja Verapaz,Purulha,0-476-66307-5
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,722,2807,9/13/2021,Rosario Jimenez,Jutiapa,Agua Blanca,1-350-86366-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,837,4956,7/6/2021,Adrian Martinez,Izabal,El Estor,0-577-79802-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,929,6244,10/9/2021,Adrian Soto,Solola,San Lucas Toliman,0-08-390970-2
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,519,6340,10/16/2021,Patricia Ortiz,Guatemala,San Miguel Petapa,0-343-99803-3
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,237,5451,9/2/2021,Adrian Hernandez,Chimaltenango,Tecpan Guatemala,0-505-04437-4
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,129,776,6/20/2021,Ricardo Diaz,Quetzaltenango,Quetzaltenango,1-151-31021-2
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,212,6994,2/24/2021,Antonio Perez,Zacapa,La Union,1-9858-3466-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,397,7423,8/12/2021,Gloria Espinoza,Retalhuleu,San Felipe,1-00-615277-6
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,658,7894,12/8/2021,Veronica Acosta,Solola,Solola,0-19-787964-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,117,7665,6/15/2021,Ramon Martinez,Alta Verapaz,Tactic,0-209-45043-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,697,4859,5/12/2021,Vicente Rojas,Baja Verapaz,Salama,0-429-87338-7
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,234,4043,8/19/2021,Andres Salazar,Quetzaltenango,Olintepeque,1-80214-012-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,344,3508,11/11/2021,Teresa Vazquez,Solola,Panajachel,1-379-71488-5
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,680,935,3/5/2021,Aurora Navarro,Suchitepequez,San Bernardino,0-912985-36-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,676,1088,10/31/2021,Cecilia Ortiz,Quiche,Chichicastenango,0-214-96400-0
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,899,5727,3/7/2021,Simon Perez,Escuintla,La Gomera,1-68542-215-2
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,418,7217,8/21/2021,Ismael Aguilar,Huehuetenango,San Juan Atitan,1-76783-115-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,337,4138,3/26/2021,Ines Paredes,Totonicapan,Totonicapan,0-10-787590-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,614,2875,7/28/2021,Luz Gomez,Jalapa,Monjas,0-592-43516-4
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,231,5649,10/4/2021,Arturo Vazquez,Santa Rosa,Santa Maria Ixhuatan,0-610-91899-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,440,1281,3/6/2021,Adrian Cruz,Zacapa,La Union,1-08-091626-1
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,549,4364,3/1/2021,Vicente Romero,Solola,Panajachel,1-4613-4019-5
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,361,6547,6/28/2021,Ricardo Paredes,Baja Verapaz,San Jeronimo,1-9787-1810-1
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,666,3957,1/18/2021,Ismael Campos,El Progreso,Morazan,0-7036-0205-5
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,945,5024,6/5/2021,Jose Hernandez,Retalhuleu,Retalhuleu,0-528-65605-8
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,313,6026,6/30/2021,Margarita Martinez,Guatemala,Villa Nueva,0-09-362039-X
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,878,1964,1/8/2021,Javier Hernandez,Suchitepequez,San Bernardino,0-7655-3833-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,606,6729,5/12/2021,Beatriz Diaz,Chiquimula,Camotan,0-506-79841-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,920,5589,6/13/2021,Ernesto Alvarez,Chiquimula,Chiquimula,1-63625-162-5
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,540,1190,1/15/2021,Cristian Rivera,Retalhuleu,San Sebastian,0-907993-66-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,454,3499,4/7/2021,Mirta Vega,El Progreso,Guastatoya,0-584-65731-5
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,668,7333,8/23/2021,Antonio Salazar,El Progreso,Morazan,0-9525280-6-1
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,599,7537,7/12/2021,Luis Molina,Jutiapa,Jutiapa,0-695-88536-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,391,1173,9/20/2021,Francisco Molina,Guatemala,Villa Nueva,1-08-545675-7
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,347,3369,8/7/2021,Enrique Vazquez,Solola,San Juan La Laguna,0-938602-65-9
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,991,3816,2/4/2021,Antonio Acosta,Alta Verapaz,Santa Cruz Verapaz,1-910085-55-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,133,5194,10/10/2021,Alejandro Paredes,Sacatepequez,Antigua Guatemala,0-423-53082-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,187,1286,11/17/2021,Alejandro Perez,Guatemala,San Miguel Petapa,1-71381-981-3
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,906,3633,3/7/2021,Sandra Flores,El Progreso,San Agustin Acasaguastlan,0-313-86299-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,600,6475,10/19/2021,Raul Rodriguez,Huehuetenango,Huehuetenango,1-56196-640-1
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,974,1232,3/20/2021,Jose Castillo,Guatemala,San Miguel Petapa,1-911063-01-4
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,271,4491,11/4/2021,Vicente Medina,El Progreso,Sanarate,0-7891-5195-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,403,2196,6/4/2021,Elena Medina,Jutiapa,Jutiapa,1-873554-86-9
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,198,3115,4/29/2021,Gustavo Chavez,Guatemala,Santa Catarina Pinula,1-62906-979-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,561,5832,11/2/2021,Adriana Ibarra,El Progreso,Sanarate,1-77602-535-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,673,6139,3/26/2021,Vicente Velasquez,Zacapa,Rio Hondo,1-998687-58-9
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,338,3069,8/15/2021,Ricardo Salazar,Izabal,Morales,0-602-64527-1
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,778,565,5/27/2021,Sofia Cabrera,Guatemala,Villa Nueva,0-452-90723-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,759,1330,11/26/2021,Alonso Vega,Chimaltenango,Patzun,1-81720-642-7
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,662,5844,6/23/2021,Mario Navarro,Zacapa,Rio Hondo,1-83339-732-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,401,1356,5/20/2021,Luisa Rojas,Guatemala,San Miguel Petapa,0-03-763321-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,661,5909,1/25/2021,Pedro Fernandez,Zacapa,Gualan,0-02-070315-5
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,633,849,3/21/2021,Alejandra Acosta,Guatemala,Santa Catarina Pinula,1-04-047731-3
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,309,7353,10/17/2021,Raul Gomez,Sacatepequez,Pastores,1-105-01034-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,892,2675,12/31/2021,Gabriela Navarro,Sacatepequez,Antigua Guatemala,0-598-19042-2
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,654,542,11/1/2021,Antonio Ramirez,Chiquimula,Concepcion Las Minas,1-09-359291-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,461,2190,8/2/2021,Paola Jimenez,El Progreso,Morazan,1-07-126726-4
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,439,7057,5/4/2021,Rosa Acosta,Escuintla,Palin,0-448-53856-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,560,649,11/23/2021,Margarita Hernandez,Solola,San Lucas Toliman,1-70979-021-0
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,191,2162,1/20/2021,Marcelo Jimenez,San Marcos,Concepcion Tutuapa,0-03-816361-6
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,397,6710,2/20/2021,Jose Ortiz,Chimaltenango,Chimaltenango,0-907323-56-1
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,928,2939,2/16/2021,Hugo Gonzalez,Santa Rosa,Cuilapa,0-424-61588-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,557,1921,9/8/2021,Cristian Hernandez,Santa Rosa,Santa Maria Ixhuatan,1-390-76156-8
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,846,4844,12/19/2021,Emilio Castro,Alta Verapaz,Tactic,0-516-80564-9
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,933,7583,8/1/2021,Aurora Garcia,Jalapa,San Pedro Pinula,1-01-915293-1
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,441,4596,12/5/2021,Hugo Mendoza,San Marcos,San Marcos,1-965042-38-4
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,468,502,11/27/2021,Claudia Torres,Solola,San Juan La Laguna,0-231-87122-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,315,4152,10/16/2021,Josefa Ponce,Quetzaltenango,Cantel,0-17-239633-6
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,529,1497,3/7/2021,Sandra Silva,El Progreso,Sanarate,1-122-80752-X
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,477,4071,3/9/2021,Ramon Guzman,Jalapa,Mataquescuintla,0-7110-0345-9
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,982,2272,10/5/2021,Alfredo Navarro,Escuintla,Palin,0-305-18138-6
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,898,5954,12/23/2021,Julio Pacheco,Santa Rosa,Santa Maria Ixhuatan,1-7385453-2-6
