Producto,Proveedor,Categoria,Unidades Vendidas,Total,Fecha de Venta,Cliente,Departamento,Municipio,Orden
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,961,6828,11/16/2020,Alejandra Hernandez,Solola,Solola,0-09-891590-8
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,742,768,2/23/2020,Fabiola Chavez,Guatemala,Santa Catarina Pinula,0-8332-6184-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,292,4656,3/8/2020,Lucia Fernandez,Retalhuleu,Champerico,0-948373-68-7
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,700,5216,9/26/2020,Isabel Rojas,Santa Rosa,Barberena,1-85120-112-2
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,811,5992,6/21/2020,Ricardo Soto,Alta Verapaz,San Cristabal Verapaz,1-9813-1470-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,848,1110,6/23/2020,Juan Soto,Chiquimula,Camotan,1-4854-2417-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,385,4413,2/4/2020,Raul Ortiz,Quetzaltenango,Salcaja,0-225-59735-7
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,688,4103,6/27/2020,Alejandra Campos,Huehuetenango,San Pedro Necta,0-910970-83-1
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,281,4290,3/9/2020,Gloria Vega,Jutiapa,El Progreso,1-938609-60-3
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,947,3616,5/4/2020,Juan Cruz,Santa Rosa,Oratorio,0-7114-7643-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,429,2767,3/19/2020,angela Jimenez,Quiche,Nebaj,0-311-84681-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,323,7825,12/12/2020,Sandra Ramos,El Progreso,San Antonio La Paz,0-375-85137-2
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,523,885,8/1/2020,Ramon Rodriguez,Izabal,Puerto Barrios,0-544-10562-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,369,2318,6/12/2020,Estela Alvarez,Quiche,Santo Tomas Chichicastenango,0-206-92589-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,459,3648,7/16/2020,Julio Diaz,Sacatepequez,Pastores,1-01-514156-0
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,828,563,3/5/2020,Ramon Rodriguez,Jalapa,Monjas,1-932397-43-4
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,758,6810,11/13/2020,Alejandra Diaz,Chiquimula,Chiquimula,0-85218-679-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,415,7844,7/14/2020,Pedro Rojas,Baja Verapaz,Rabinal,0-08-225828-7
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,736,5108,10/22/2020,Elena Torres,Retalhuleu,San Sebastian,0-8267-9977-9
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,908,6474,11/25/2020,Gloria Fernandez,Sacatepequez,Antigua Guatemala,0-00-591404-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,812,7246,1/19/2020,Gloria Pacheco,San Marcos,San Pedro Sacatepequez,0-87841-667-6
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,517,5315,11/1/2020,Emilio Molina,Jutiapa,Jutiapa,1-63827-322-7
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,367,2952,8/2/2020,Alejandra Romero,San Marcos,San Marcos,0-553-97501-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,564,7529,7/3/2020,Gustavo Mendoza,Huehuetenango,Huehuetenango,0-528-51583-7
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,963,7037,6/29/2020,Antonio Espinoza,El Progreso,Morazan,1-07-596446-6
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,180,7862,12/22/2020,Alejandra Rojas,Zacapa,Rio Hondo,0-554-31302-2
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,199,6438,7/20/2020,Alonso Sanchez,Baja Verapaz,Rabinal,0-323-32109-7
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,189,2230,11/24/2020,Felipe Navarro,Quiche,Santo Tomas Chichicastenango,1-09-782932-4
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,150,713,6/8/2020,Estela Paredes,Chimaltenango,Comalapa,1-105-36773-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,410,5336,8/21/2020,Patricia Gonzalez,Sacatepequez,Antigua Guatemala,1-86466-426-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,383,6257,11/1/2020,Juana Ortiz,Suchitepequez,Mazatenango,0-668-64517-2
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,782,4884,7/19/2020,Beatriz Cabrera,Escuintla,Santa Lucia Cotzumalguapa,1-69798-367-7
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,114,5237,8/6/2020,Andrea Cortes,Jutiapa,Jutiapa,0-7476-7654-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,972,724,9/22/2020,Ricardo Espinoza,Peten,Poptun,0-458-67157-6
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,194,5902,7/30/2020,Hugo Garcia,San Marcos,San Marcos,1-03-946529-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,515,1454,8/22/2020,Eduardo Rojas,Zacapa,Rio Hondo,1-82909-201-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,232,692,12/30/2020,Julia Cabrera,Chimaltenango,Tecpan Guatemala,0-9985836-0-X
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,623,5432,4/28/2020,Mariana Espinoza,Peten,San Benito,1-4234-2977-X
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,302,3328,12/29/2020,Carlos Lopez,Jalapa,Mataquescuintla,1-297-36597-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,426,5495,12/17/2020,Veronica Ramos,Solola,San Lucas Toliman,1-7331008-1-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,923,6127,7/25/2020,Ismael Ortiz,Totonicapan,San Andres Xecul,0-491-24513-0
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,211,2690,1/8/2020,Julia Lopez,Retalhuleu,Champerico,1-79254-128-7
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,524,2738,12/9/2020,Natalia Garcia,Chimaltenango,Patzun,0-692-85359-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,373,3145,3/6/2020,Miguel Gonzalez,Jalapa,Jalapa,0-446-64862-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,314,2145,10/20/2020,Roberto Vega,Chimaltenango,Chimaltenango,1-61350-680-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,887,1761,8/16/2020,Tomas Aguilar,Sacatepequez,Jocotenango,1-76771-522-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,258,7025,4/6/2020,Laura Rojas,El Progreso,Guastatoya,1-4644-5350-0
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,972,7981,6/24/2020,Claudia Velasquez,Sacatepequez,Ciudad Vieja,0-02-265733-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,160,3284,6/13/2020,Carmen Ortiz,Baja Verapaz,Cubulco,1-167-30966-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,779,6590,4/4/2020,Hugo Paredes,Totonicapan,Totonicapan,0-338-70418-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,383,628,9/22/2020,Gabriela Cabrera,Escuintla,Escuintla,0-17-397018-4
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,750,3379,9/6/2020,Eduardo Morales,Jutiapa,Asuncion Mita,1-05-600258-1
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,936,2680,2/5/2020,Emilio Cruz,Sacatepequez,Antigua Guatemala,0-413-74407-8
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,674,4675,6/30/2020,Pilar Ortiz,Escuintla,Escuintla,1-341-25162-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,301,4694,3/15/2020,Esteban Paredes,Escuintla,Escuintla,1-264-93423-8
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,536,1743,6/26/2020,Luz Cabrera,Alta Verapaz,Santa Cruz Verapaz,1-85561-614-9
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,989,3446,9/4/2020,Emilio Guerrero,Quetzaltenango,Cantel,0-7269-1293-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,151,6943,10/26/2020,Gabriel Silva,Solola,San Pedro La Laguna,0-8300-0147-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,368,6215,12/7/2020,Luis Medina,Retalhuleu,San Felipe,0-665-26029-6
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,460,2827,4/21/2020,Ramon Torres,Alta Verapaz,San Cristabal Verapaz,1-09-107114-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,109,4780,10/5/2020,Ricardo Torres,Chimaltenango,Comalapa,1-902655-09-5
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,754,7055,6/29/2020,Ramon Paredes,Jalapa,San Pedro Pinula,1-59423-270-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,539,5200,10/16/2020,Valeria Vargas,El Progreso,San Agustin Acasaguastlan,0-7239-5635-9
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,275,5458,10/6/2020,Patricia Sanchez,Huehuetenango,San Pedro Necta,0-369-11691-7
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,155,4261,7/10/2020,Gloria Sanchez,Retalhuleu,San Felipe,1-00-763809-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,205,2078,3/5/2020,Raquel Perez,Jutiapa,Agua Blanca,1-70167-504-8
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,456,5315,10/18/2020,Veronica Ramos,Zacapa,Zacapa,0-09-005865-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,497,1641,9/5/2020,Pablo Vargas,Chiquimula,Concepcion Las Minas,1-356-69742-9
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,694,7555,12/1/2020,Veronica Espinoza,Guatemala,Guatemala City,1-187-33997-0
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,862,684,7/3/2020,Esteban Chavez,Alta Verapaz,Tactic,0-650-00697-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,669,7219,7/6/2020,Diego Campos,Baja Verapaz,Cubulco,0-588-27681-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,175,1498,5/6/2020,Mirta Acosta,Solola,Solola,1-904830-54-4
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,918,6530,11/25/2020,Valeria Rivera,Escuintla,Escuintla,1-7355929-4-3
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,169,2635,3/18/2020,Isabel Morales,Retalhuleu,San Sebastian,1-71274-877-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,153,1217,7/30/2020,Esteban Rojas,Solola,San Lucas Toliman,1-109-38576-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,859,7977,5/27/2020,Alonso Vazquez,Sacatepequez,Pastores,1-68695-509-X
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,555,6924,12/13/2020,Martin Gomez,Escuintla,Santa Lucia Cotzumalguapa,0-371-61917-3
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,846,7982,3/20/2020,Samuel Diaz,Retalhuleu,Retalhuleu,0-8056-5550-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,124,7328,5/4/2020,Marcelo Ramirez,Jalapa,San Luis Jilotepeque,0-272-07094-7
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,469,2036,9/21/2020,Esperanza Ibarra,San Marcos,San Pedro Sacatepequez,0-01-240727-5
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,280,1073,6/15/2020,Javier Navarro,Solola,San Pedro La Laguna,1-311-31784-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,134,1999,1/21/2020,Esteban Perez,Jutiapa,Santa Catarina Mita,0-421-91922-1
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,973,6268,3/10/2020,Andres Diaz,Retalhuleu,San Sebastian,0-440-84692-7
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,337,6942,12/11/2020,Cecilia Garcia,Sacatepequez,Ciudad Vieja,0-588-19715-7
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,520,2190,8/5/2020,Veronica Gomez,Retalhuleu,San Sebastian,1-81761-850-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,911,6777,1/14/2020,Lorena Garcia,Zacapa,Zacapa,0-259-87371-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,647,2107,8/8/2020,Pilar Morales,Quetzaltenango,San Carlos Sija,0-8305-8701-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,843,1083,3/22/2020,Juana Gomez,Chiquimula,Camotan,1-240-60778-4
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,933,4236,6/9/2020,Aurora Flores,Chiquimula,Chiquimula,0-451-86837-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,954,2831,4/21/2020,Mariana Reyes,Jutiapa,Jutiapa,0-943600-19-7
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,427,1913,6/26/2020,Gabriel Garcia,Chiquimula,Camotan,0-206-57314-6
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,207,7318,2/17/2020,Diego Ramirez,Guatemala,Guatemala City,1-70241-834-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,794,4332,10/5/2020,Martin Paredes,Retalhuleu,San Sebastian,0-375-83321-8
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,570,1188,6/30/2020,Adriana Guerrero,Peten,San Benito,0-9768798-1-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,102,3001,8/18/2020,Oscar Lopez,Quetzaltenango,Olintepeque,0-9855789-9-8
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,195,527,9/18/2020,Alejandra Leon,Suchitepequez,Mazatenango,0-02-297751-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,400,848,12/23/2020,Andres Guerrero,Jutiapa,Jutiapa,0-460-76095-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,485,2937,6/6/2020,Valeria Ramos,Jalapa,Jalapa,0-86191-005-2
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,727,2343,10/7/2020,Yolanda Sanchez,Sacatepequez,Sumpango,1-138-32605-4
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,694,2597,4/27/2020,Elena Cabrera,Guatemala,Villa Nueva,1-81308-533-1
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,498,7021,6/9/2020,Ana Mendoza,Jalapa,Mataquescuintla,1-00-323013-X
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,374,6228,2/8/2020,Sandra Molina,Escuintla,Escuintla,1-207-33782-X
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,591,6709,11/10/2020,Beatriz Alvarez,Jalapa,San Pedro Pinula,1-275-16600-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,587,4004,11/12/2020,Ines Rojas,Baja Verapaz,Cubulco,1-214-71113-8
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,169,6723,7/11/2020,Julia Paredes,Quetzaltenango,Cantel,0-903131-56-0
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,350,5368,6/16/2020,Samuel Silva,Zacapa,Teculutan,1-336-22508-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,446,2893,5/24/2020,Marcos Soto,Santa Rosa,Santa Maria Ixhuatan,0-8345-7919-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,581,1428,9/20/2020,Pedro Ortiz,Chiquimula,Esquipulas,1-990773-06-0
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,202,598,1/24/2020,Andres Guzman,Chimaltenango,San Martin Jilotepeque,1-334-21186-8
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,160,2865,7/13/2020,Jorge Chavez,Jutiapa,El Progreso,0-11-177183-8
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,507,4040,6/13/2020,Arturo Soto,Baja Verapaz,Salama,0-85562-002-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,679,614,4/11/2020,Julia Ramos,Suchitepequez,Chicacao,0-7132-9047-1
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,176,7410,4/24/2020,Patricia Alvarez,Totonicapan,San Cristobal Totonicapan,1-5452-3587-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,332,6941,8/3/2020,Julio Castro,Chiquimula,Concepcion Las Minas,0-04-167552-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,200,7111,5/25/2020,Juan Paredes,Retalhuleu,Retalhuleu,0-270-25879-5
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,823,1805,11/15/2020,Sandra Perez,Solola,Solola,1-83633-208-4
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,722,5778,7/21/2020,Valeria Salazar,Totonicapan,San Andres Xecul,0-6484314-1-X
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,814,7531,11/3/2020,Natalia Flores,Peten,Santa Elena,0-02-417632-X
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,571,3068,7/27/2020,Sofia Medina,Sacatepequez,Jocotenango,0-88824-261-1
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,771,1045,11/14/2020,Margarita Molina,El Progreso,San Agustin Acasaguastlan,1-4400-8340-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,175,2029,4/2/2020,Hugo Flores,San Marcos,Sibinal,1-68799-826-4
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,590,2796,7/20/2020,Samuel Vega,Baja Verapaz,Salama,0-7138-6118-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,409,6678,7/4/2020,Mario Diaz,Escuintla,Palin,1-873265-62-X
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,371,3580,5/31/2020,Silvia Garcia,Guatemala,Mixco,0-922880-68-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,967,1788,11/3/2020,Julia Fernandez,Sacatepequez,Pastores,0-449-90441-5
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,186,5791,2/8/2020,Isabel Garcia,Quiche,Santo Tomas Chichicastenango,0-224-37891-0
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,527,3366,11/13/2020,Sofia Mendoza,Retalhuleu,Nuevo San Carlos,1-82689-804-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,363,3682,10/11/2020,Sandra Guzman,Alta Verapaz,Tucuru,0-7766-6055-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,729,7311,9/15/2020,Elena Ramirez,Jutiapa,Santa Catarina Mita,1-939887-81-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,561,6790,9/11/2020,Alejandro Acosta,El Progreso,Sanarate,0-403-06723-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,305,4699,8/7/2020,Simon Navarro,Totonicapan,San Bartolo,1-02-978925-8
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,300,5172,9/24/2020,Carolina Guzman,Jutiapa,Agua Blanca,1-4842-6078-3
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,299,850,7/14/2020,Valeria Flores,Escuintla,Tiquisate,1-83071-904-1
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,793,1988,2/5/2020,Francisco Aguilar,Jutiapa,Jutiapa,1-55715-394-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,411,4701,8/19/2020,Sebastian Guerrero,Santa Rosa,San Juan Tecuaco,1-119-85796-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,656,4031,3/21/2020,Sebastian Ortiz,Jalapa,San Luis Jilotepeque,1-69947-470-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,151,4622,5/25/2020,Felipe Lopez,Jalapa,San Pedro Pinula,1-81316-716-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,980,4034,9/1/2020,Esteban Vega,Escuintla,Palin,1-4222-4315-X
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,821,2538,10/25/2020,Estela Ramirez,Zacapa,Gualan,1-81704-695-0
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,845,2172,9/11/2020,Susana Romero,Chimaltenango,Comalapa,1-00-478531-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,212,5935,8/28/2020,Sebastian Molina,Quetzaltenango,San Carlos Sija,1-00-004700-8
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,862,814,9/5/2020,Martin Rojas,Totonicapan,Momostenango,1-64860-873-6
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,662,7851,11/18/2020,Monica Vazquez,Alta Verapaz,San Cristabal Verapaz,0-334-72192-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,588,7300,1/12/2020,Monica Cruz,Jalapa,San Pedro Pinula,0-316-11925-3
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,580,5902,10/23/2020,Salvador Guerrero,Zacapa,Gualan,0-05-351356-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,932,2812,11/1/2020,Alonso Cabrera,Jutiapa,Jutiapa,0-622-27303-5
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,452,6213,8/29/2020,Cristian Ortiz,Suchitepequez,San Bernardino,0-475-71903-4
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,187,5666,1/9/2020,Natalia Espinoza,Jutiapa,El Progreso,1-291-37936-3
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,811,4351,3/22/2020,Andrea Guzman,Izabal,El Estor,1-4355-1445-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,701,7576,6/10/2020,Arturo Ramos,El Progreso,Sanarate,1-5343-0374-X
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,705,2126,3/17/2020,angela Ortiz,Chiquimula,Camotan,0-909698-46-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,953,1553,8/7/2020,Raquel Garcia,Santa Rosa,Barberena,0-7428-6146-5
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,915,5732,7/10/2020,Esteban Perez,Guatemala,Guatemala City,0-07-581744-6
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,535,1537,1/13/2020,Raul Morales,Alta Verapaz,Coban,1-961255-02-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,395,6812,2/6/2020,Maria Garcia,Totonicapan,Momostenango,0-575-46150-0
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,458,4472,1/15/2020,Felipe Ibarra,Peten,San Benito,0-17-482369-X
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,770,2614,11/10/2020,Ana Mendoza,Santa Rosa,Santa Maria Ixhuatan,0-516-66723-8
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,457,3973,1/20/2020,Felipe Garcia,Izabal,Puerto Barrios,0-403-51372-3
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,327,1263,5/6/2020,Pablo Diaz,Chimaltenango,Chimaltenango,1-909958-36-0
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,109,2058,3/10/2020,Daniel Chavez,Jalapa,Mataquescuintla,0-01-376723-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,615,5888,9/9/2020,Martin Silva,Suchitepequez,San Antonio Suchitepequez,0-571-40690-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,264,4198,12/16/2020,Carmen Ortiz,El Progreso,San Agustin Acasaguastlan,1-58568-380-9
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,893,4838,4/29/2020,Cristian Cruz,Alta Verapaz,San Cristabal Verapaz,1-186-63663-7
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,430,1894,12/3/2020,Jorge Navarro,Jalapa,San Pedro Pinula,1-375-93585-2
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,435,782,9/13/2020,Sofia Espinoza,Santa Rosa,Oratorio,0-7882-9906-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,120,7248,11/14/2020,Antonio Navarro,Jalapa,San Pedro Pinula,0-16-794072-4
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,586,7904,2/15/2020,Alonso Vega,Guatemala,Villa Nueva,0-8173-7252-0
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,395,1731,11/26/2020,Maria Jimenez,Chiquimula,San Jose La Arada,0-7218-5877-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,226,5946,6/3/2020,Enrique Diaz,Jutiapa,Asuncion Mita,1-85085-497-1
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,153,1930,5/8/2020,Manuel Martinez,Chimaltenango,Tecpan Guatemala,1-294-34133-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,474,5134,1/13/2020,Monica Cabrera,Quiche,Nebaj,0-353-67193-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,160,1765,8/6/2020,Sandra Hernandez,San Marcos,Concepcion Tutuapa,1-882640-05-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,619,1363,11/9/2020,Cecilia Lopez,Alta Verapaz,Tucuru,1-03-280407-6
