Producto,Proveedor,Categoria,Unidades Vendidas,Total,Fecha de Venta,Cliente,Departamento,Municipio,Orden
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,630,6257,7/14/2022,Juan Salazar,Guatemala,San Miguel Petapa,1-914708-33-4
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,294,1952,9/8/2022,Ramon Vargas,Totonicapan,San Cristobal Totonicapan,1-07-991812-4
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,650,4415,11/24/2022,Rosario Torres,Chimaltenango,Patzun,1-78659-332-7
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,309,5228,1/31/2022,Luz Chavez,Zacapa,Teculutan,1-147-98024-1
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,580,2918,9/23/2022,Silvia Vega,Escuintla,Tiquisate,0-462-42956-3
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,392,2856,11/10/2022,Estela Espinoza,Escuintla,Palin,0-596-96980-5
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,491,7164,7/14/2022,Francisco Rivera,Santa Rosa,San Juan Tecuaco,0-8302-9252-7
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,728,3866,7/23/2022,Sandra Espinoza,Huehuetenango,Colotenango,1-62788-631-1
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,971,6468,9/10/2022,Elena Ramirez,Chimaltenango,Comalapa,0-7836-4982-7
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,448,2423,8/18/2022,Felipe Reyes,Chimaltenango,Comalapa,1-233-30310-4
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,466,4171,12/13/2022,Monica Reyes,Jutiapa,Santa Catarina Mita,1-00-144564-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,162,5791,4/4/2022,Raul Rodriguez,San Marcos,Concepcion Tutuapa,0-9688418-4-8
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,182,1845,11/17/2022,Rafael Guerrero,Huehuetenango,Huehuetenango,1-107-36352-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,125,3390,7/28/2022,Andrea Cortes,Quiche,Chichicastenango,1-59798-108-7
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,932,5818,12/29/2022,Esteban Diaz,Baja Verapaz,Cubulco,1-4323-1700-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,716,7421,9/10/2022,Josefa Rivera,Quetzaltenango,Quetzaltenango,1-55478-203-1
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,506,3486,12/30/2022,Daniel Molina,Alta Verapaz,Tactic,0-10-171983-3
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,557,3704,9/28/2022,Margarita Jimenez,Alta Verapaz,Coban,1-956002-84-7
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,192,7333,7/13/2022,Lucia Mendoza,Chiquimula,Chiquimula,0-906013-45-3
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,507,2123,11/15/2022,Jose Rivera,Peten,Santa Elena,1-276-91798-8
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,550,1052,7/12/2022,Sofia Velasquez,Sacatepequez,Pastores,0-306-42165-8
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,954,835,11/10/2022,Beatriz Sanchez,Solola,Panajachel,0-591-49345-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,542,5970,11/6/2022,Adriana Sanchez,Jutiapa,Santa Catarina Mita,0-01-665097-2
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,246,4566,10/21/2022,Alonso Mendoza,Totonicapan,Momostenango,1-4100-4651-6
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,683,3259,8/22/2022,Ruth Alvarez,Santa Rosa,Cuilapa,0-397-41045-X
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,910,6314,9/30/2022,Samuel Medina,Jutiapa,Jutiapa,1-320-99429-6
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,837,6650,2/25/2022,Isabel Gonzalez,El Progreso,Sanarate,0-10-930101-3
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,970,6723,8/8/2022,Pablo Cruz,Zacapa,Zacapa,0-662-60597-7
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,857,6464,12/15/2022,Natalia Cortes,Suchitepequez,Mazatenango,0-7086-7237-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,668,6647,5/17/2022,Carmen Ortiz,San Marcos,Sibinal,0-586-96009-0
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,538,731,11/30/2022,Silvia Flores,Jutiapa,Santa Catarina Mita,0-452-99698-8
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,841,1740,1/19/2022,Javier Vargas,Alta Verapaz,Tucuru,1-136-37312-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,598,7288,6/29/2022,Marcos Aguilar,Zacapa,La Union,0-944979-76-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,281,3064,10/31/2022,Mirta Salazar,Suchitepequez,San Bernardino,1-883928-21-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,382,4566,3/19/2022,Diego Acosta,Solola,San Lucas Toliman,1-61803-054-X
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,721,5268,11/30/2022,Jose Cortes,Guatemala,Mixco,1-4905-1847-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,234,2904,12/23/2022,Gloria Cruz,Escuintla,Santa Lucia Cotzumalguapa,1-163-34420-6
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,990,7876,6/15/2022,Veronica Espinoza,Baja Verapaz,Purulha,1-4222-5839-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,591,3175,2/22/2022,Julia Molina,Izabal,El Estor,0-471-33388-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,834,6884,5/19/2022,Mirta Torres,San Marcos,Tejutla,1-273-53787-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,439,1033,2/10/2022,Silvia Morales,Baja Verapaz,Purulha,1-83064-649-4
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,601,739,1/19/2022,Alonso Reyes,Guatemala,Villa Nueva,0-588-31652-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,271,3015,4/17/2022,Patricia Leon,Chimaltenango,Tecpan Guatemala,1-951732-03-0
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,814,1451,11/17/2022,Patricia Lopez,Quetzaltenango,San Carlos Sija,1-101-16068-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,788,1734,2/26/2022,Ignacio Vazquez,Alta Verapaz,San Cristabal Verapaz,1-5071-8211-2
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,253,4257,6/21/2022,Simon Torres,Guatemala,San Miguel Petapa,1-192-51902-7
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,741,2293,5/11/2022,Josefa Ramirez,Chimaltenango,San Martin Jilotepeque,0-529-97771-0
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,532,5195,2/25/2022,Gabriela Silva,Jalapa,Mataquescuintla,0-905711-04-1
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,567,3609,12/23/2022,Juana Navarro,Jutiapa,Asuncion Mita,0-646-77115-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,510,2329,7/28/2022,Mariana Fernandez,Solola,San Lucas Toliman,1-185-77772-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,341,508,10/31/2022,Josefa Molina,Jutiapa,El Progreso,1-889770-80-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,966,5035,4/14/2022,Daniel Acosta,El Progreso,San Antonio La Paz,0-7149-3179-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,487,1264,9/3/2022,Andres Cabrera,Chimaltenango,Chimaltenango,0-356-86346-8
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,874,5019,4/8/2022,Enrique Cabrera,Alta Verapaz,Santa Cruz Verapaz,0-348-91767-8
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,565,1772,5/15/2022,Ines Hernandez,San Marcos,San Pedro Sacatepequez,1-61376-177-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,538,3850,2/4/2022,Julio Perez,Escuintla,Tiquisate,1-07-217952-0
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,276,4913,7/19/2022,Luis Vazquez,Izabal,Puerto Barrios,0-544-36186-5
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,867,2025,12/24/2022,Francisco Paredes,San Marcos,Sibinal,1-919332-56-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,196,7096,1/23/2022,Sofia Aguilar,Quetzaltenango,San Carlos Sija,0-7012-5476-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,955,4421,11/17/2022,Mario Acosta,Suchitepequez,Chicacao,1-274-66847-6
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,844,2025,1/30/2022,Yolanda Paredes,Jalapa,Monjas,0-646-36075-2
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,563,6484,8/9/2022,Aurora Leon,Huehuetenango,Huehuetenango,0-280-23431-7
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,502,3745,12/11/2022,Ricardo Jimenez,Retalhuleu,Nuevo San Carlos,0-647-92506-0
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,573,4067,8/10/2022,Alejandra Vargas,Chiquimula,Concepcion Las Minas,0-86085-937-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,638,3290,7/12/2022,Laura Soto,Jutiapa,Jutiapa,1-181-30680-9
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,587,4525,4/13/2022,Gloria Molina,Santa Rosa,San Juan Tecuaco,0-933429-20-7
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,768,5753,9/29/2022,Paola Reyes,San Marcos,San Marcos,0-7949-3501-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,950,4712,6/14/2022,Rosario Ortiz,Retalhuleu,Nuevo San Carlos,0-7400-6048-1
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,897,1196,11/17/2022,Carmen Campos,Baja Verapaz,Purulha,0-9656564-6-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,347,6059,8/22/2022,Elena Leon,Jutiapa,Santa Catarina Mita,1-872070-79-5
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,625,2973,1/6/2022,Fabiola Cortes,Escuintla,Tiquisate,1-72855-961-8
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,700,3041,3/21/2022,Rosa Vazquez,Totonicapan,San Cristobal Totonicapan,0-89365-205-9
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,388,1980,3/7/2022,Sandra Navarro,Huehuetenango,San Juan Atitan,1-248-02400-1
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,848,3390,12/21/2022,Luz Rivera,Quetzaltenango,Cantel,1-80237-921-5
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,865,6864,7/17/2022,Mariana Martinez,Guatemala,Villa Nueva,1-08-663272-9
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,713,2911,6/5/2022,Ricardo Silva,Zacapa,Teculutan,0-11-427210-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,290,4277,7/9/2022,Marcelo Rojas,Peten,Santa Elena,1-81688-509-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,400,5193,10/26/2022,Raquel Vazquez,Chiquimula,Chiquimula,1-951714-50-4
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,143,4981,5/18/2022,Arturo Vargas,Baja Verapaz,Salama,1-59229-673-4
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,212,7589,1/25/2022,Luz Silva,Chimaltenango,Tecpan Guatemala,1-76858-575-X
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,739,2746,11/14/2022,Oscar Reyes,Guatemala,Santa Catarina Pinula,0-04-732850-9
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,451,7166,11/12/2022,Hugo Rodriguez,Suchitepequez,Mazatenango,0-604-40446-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,934,1125,6/1/2022,Ricardo Rojas,Peten,Poptun,0-387-13784-X
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,757,4375,12/10/2022,Isabel Lopez,Suchitepequez,Chicacao,1-79416-068-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,238,4208,1/2/2022,Pilar Vargas,Alta Verapaz,Santa Cruz Verapaz,1-71550-959-5
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,349,1033,4/28/2022,Hugo Rivera,Solola,Panajachel,1-5243-8841-6
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,335,2156,8/23/2022,Fabiola Perez,Guatemala,Santa Catarina Pinula,0-326-08571-8
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,910,7066,11/20/2022,Olga Morales,Quiche,Uspantan,0-561-58937-2
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,829,4187,12/3/2022,Gabriel Ortiz,Sacatepequez,Ciudad Vieja,1-61562-300-0
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,214,3220,9/7/2022,Ramon Diaz,Escuintla,Santa Lucia Cotzumalguapa,1-951086-33-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,692,3171,8/6/2022,Josefa Garcia,Baja Verapaz,Rabinal,0-12-091077-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,613,4730,4/16/2022,Ernesto Martinez,Suchitepequez,San Antonio Suchitepequez,1-144-42380-5
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,355,4980,5/10/2022,Diana Morales,Jalapa,Mataquescuintla,1-4719-2869-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,432,4216,1/4/2022,Fernando Pacheco,Sacatepequez,Jocotenango,1-397-87227-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,470,1543,6/29/2022,Estela Lopez,Totonicapan,San Bartolo,1-4030-8597-8
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,438,6119,12/15/2022,Andres Aguilar,Quiche,Chichicastenango,0-8075-5823-0
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,313,6867,3/28/2022,Paola Espinoza,Retalhuleu,San Sebastian,1-4327-9388-8
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,678,3644,11/1/2022,Claudia Alvarez,San Marcos,San Pedro Sacatepequez,0-06-176501-5
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,427,5996,7/19/2022,Roberto Flores,Quetzaltenango,Olintepeque,1-261-88007-2
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,261,1362,1/13/2022,Patricia Cabrera,Chiquimula,San Jose La Arada,1-08-148045-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,461,1777,5/20/2022,Mariana Vargas,Guatemala,San Miguel Petapa,1-319-06069-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,958,6983,10/6/2022,Lucia Paredes,Escuintla,Escuintla,0-7681-5208-9
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,632,4465,7/26/2022,Elena Soto,Zacapa,Teculutan,1-4854-4779-8
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,124,1152,12/24/2022,Simon Rivera,Quiche,Uspantan,1-83631-816-2
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,610,5374,12/3/2022,Martin Vargas,Jutiapa,Santa Catarina Mita,0-9501691-0-2
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,708,5468,6/17/2022,Pedro Gomez,Jalapa,Jalapa,0-585-61947-6
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,391,4525,9/8/2022,Ramon Torres,Totonicapan,San Andres Xecul,0-18-683997-9
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,795,3068,7/9/2022,Mario Ramirez,Jutiapa,Santa Catarina Mita,1-07-608800-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,417,4595,8/10/2022,Juana Cabrera,El Progreso,San Antonio La Paz,1-317-14858-4
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,518,6949,12/16/2022,Esteban Ortiz,Chimaltenango,Tecpan Guatemala,1-115-04380-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,612,612,12/6/2022,Gabriel Paredes,Jalapa,Mataquescuintla,0-494-15246-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,890,7422,11/11/2022,Sandra Acosta,Sacatepequez,Ciudad Vieja,1-4835-7092-4
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,991,7734,1/22/2022,Eduardo Cabrera,Suchitepequez,Chicacao,1-82905-034-6
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,926,3305,9/17/2022,Luisa Velasquez,Escuintla,Escuintla,0-89549-322-5
Jugo de Naranja Natural CitrusFlow,FreshBeverage Co.,Bebidas,675,7600,10/14/2022,Josefa Pacheco,Huehuetenango,San Pedro Necta,1-872550-25-8
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,384,1684,11/14/2022,Olga Guerrero,Jalapa,Jalapa,0-89730-535-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,245,3024,7/28/2022,Ruth Ibarra,Totonicapan,Totonicapan,1-59356-553-4
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,295,912,8/23/2022,Rafael Medina,Huehuetenango,La Democracia,0-89565-296-X
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,221,4749,2/16/2022,Ruth Velasquez,Jutiapa,Asuncion Mita,1-75818-259-8
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,186,5487,8/3/2022,Cristian Cabrera,Suchitepequez,Patulul,1-196-33608-3
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,719,6370,1/3/2022,Vicente Medina,Escuintla,La Gomera,0-14-471292-X
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,328,4571,2/24/2022,Carmen Espinoza,Jutiapa,Asuncion Mita,1-56992-279-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,945,6367,5/7/2022,Ignacio Ramos,Santa Rosa,Santa Maria Ixhuatan,1-86546-804-5
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,170,7340,2/18/2022,Hugo Guzman,Solola,Panajachel,0-7896-4831-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,562,3713,3/13/2022,Marcelo Sanchez,Huehuetenango,Colotenango,1-177-39764-1
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,703,6617,6/11/2022,Carlos Guzman,Jalapa,San Pedro Pinula,0-468-35973-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,725,4911,10/30/2022,Isabel Chavez,Alta Verapaz,San Cristabal Verapaz,1-08-844697-3
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,504,4723,6/9/2022,Sebastian Aguilar,Suchitepequez,Chicacao,1-959218-02-6
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,662,7273,12/9/2022,Antonio Chavez,Suchitepequez,Mazatenango,1-962257-49-5
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,412,3193,10/9/2022,Carolina Campos,Chimaltenango,San Martin Jilotepeque,1-86638-596-8
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,443,7922,11/24/2022,Ricardo Flores,Zacapa,Zacapa,1-60825-216-7
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,894,1759,5/22/2022,Veronica Garcia,Baja Verapaz,Cubulco,0-8159-0456-8
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,279,5747,1/4/2022,Claudia Reyes,Chimaltenango,Comalapa,0-314-68002-0
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,362,5393,12/31/2022,Vicente Leon,Suchitepequez,Mazatenango,1-310-46237-2
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,659,7500,10/23/2022,Emilio Rodriguez,Baja Verapaz,Rabinal,1-396-60348-4
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,174,5053,5/24/2022,Manuel Sanchez,Quetzaltenango,San Carlos Sija,0-668-47493-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,975,6624,12/8/2022,Daniel Gonzalez,Quiche,Chichicastenango,0-669-47202-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,513,3387,4/26/2022,Pablo Garcia,Suchitepequez,Mazatenango,0-304-78376-5
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,149,4982,1/22/2022,Fernando Gonzalez,Zacapa,Zacapa,1-68593-085-9
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,364,6411,3/4/2022,Juana Ortiz,Jalapa,Monjas,0-434-73124-2
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,261,4319,1/19/2022,Mariana Rodriguez,Peten,Flores,1-60756-849-7
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,267,5360,9/15/2022,Beatriz Reyes,Totonicapan,Totonicapan,0-526-68743-6
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,917,3417,5/3/2022,Miguel Ortiz,Zacapa,Teculutan,1-56611-289-3
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,322,6478,12/27/2022,Josefa Ibarra,Chiquimula,Camotan,0-206-87792-7
Mix de Frutos Secos HealthyBites,NutriSnack Co.,Snacks,403,2698,3/24/2022,Alejandra Gonzalez,Chimaltenango,Comalapa,1-941466-85-0
Aceite de Oliva Extra Virgen OlivePure,GourmetChoice,Productos Empacados,867,3208,3/2/2022,Andrea Acosta,Zacapa,Teculutan,1-4711-3775-9
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,899,5304,5/30/2022,Lucia Fernandez,Izabal,Livingston,1-63015-466-0
Salsa de Soya Baja en Sodio LiteSoy,PackFoods Co.,Productos Empacados,460,3923,5/2/2022,Ana Jimenez,Sacatepequez,Ciudad Vieja,1-04-558518-1
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,968,900,7/8/2022,Olga Espinoza,Chimaltenango,Chimaltenango,0-8434-1239-9
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,698,551,2/4/2022,Beatriz Campos,Huehuetenango,Huehuetenango,1-258-03555-3
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,313,5315,10/28/2022,Estela Fernandez,Jalapa,Jalapa,0-06-275040-2
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,306,1001,5/25/2022,Laura Jimenez,Baja Verapaz,Purulha,0-7855-3235-8
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,907,2720,2/28/2022,Alfredo Navarro,Guatemala,San Miguel Petapa,1-64628-580-8
Yogur Natural sin Azucar NutriPlain,CreamyFoods,Lacteos,380,2028,10/27/2022,Jose Navarro,Quiche,Nebaj,0-242-64423-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,103,2819,10/22/2022,Marcelo Rivera,Alta Verapaz,Tactic,1-4673-3164-3
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,965,5942,5/8/2022,Ramon Navarro,Quiche,Santa Cruz del Quiche,1-09-658171-X
Chips de Platano Salados TropiCrunch,SnackLovers,Snacks,155,1738,9/20/2022,Patricia Silva,Chiquimula,San Jose La Arada,0-7742-8448-X
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,241,1190,12/25/2022,Natalia Romero,Suchitepequez,San Antonio Suchitepequez,0-633-86355-6
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,948,1171,10/11/2022,Antonio Medina,Quiche,Santo Tomas Chichicastenango,1-5334-5974-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,730,4936,12/4/2022,Julio Molina,San Marcos,Tejutla,1-00-047138-1
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,370,5426,3/18/2022,Alonso Rodriguez,Huehuetenango,Huehuetenango,0-263-74828-6
Esparragos Verdes Organicos GreenSprout,FreshHarvest,Productos Frescos,642,2930,8/10/2022,Gabriel Ramirez,Guatemala,Villa Nueva,1-9819-7887-9
Aguacates Hass Select GreenAvos,AgriPrime Foods,Productos Frescos,453,6219,7/30/2022,Rafael Cabrera,Santa Rosa,Oratorio,1-325-04205-6
Limonada con Hierbabuena FreshMint,FreshBeverage Co.,Bebidas,278,1420,7/7/2022,Javier Ponce,Jutiapa,El Progreso,1-193-86835-1
Manzanas Fuji Premium FreshHarves,AgriPrime Foods,Productos Frescos,178,929,9/30/2022,Marcos Leon,Peten,San Benito,0-7058-9424-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,702,1938,3/19/2022,Lucia Reyes,Suchitepequez,San Bernardino,0-918324-90-4
Te Verde Organico SerenityLeaf,GreenBrew Solutions,Bebidas,399,3284,10/11/2022,Esteban Ibarra,Alta Verapaz,San Cristabal Verapaz,1-4265-0623-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,307,5365,5/23/2022,Elena Guerrero,Baja Verapaz,Cubulco,0-08-385648-X
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,767,7555,3/21/2022,Ismael Rivera,Escuintla,Palin,1-921791-69-1
Leche Deslactosada VitaMilk,LactiProducers,Lacteos,581,4995,5/14/2022,Mariana Gomez,Escuintla,Tiquisate,1-69346-195-1
Queso Cheddar Artesanal DairyGold,CreamyFoods,Lacteos,255,6102,9/27/2022,Antonio Silva,Solola,San Lucas Toliman,1-55928-908-2
Barra de Granola con Miel HoneyGrain,NutriSnack Co.,Snacks,910,2053,4/29/2022,Ruth Jimenez,Zacapa,Zacapa,1-75253-268-6
Pasta de Tomate Gourmet SauceUp,PackFoods Co.,Productos Empacados,677,5584,8/29/2022,Pilar Sanchez,Huehuetenango,San Juan Atitan,1-966981-55-4
